THORLABS (LIUCWHA),
843.90717,5.92E-06
844.14627,0
844.38538,1.11E-05
844.62449,0
844.86361,6.46E-06
845.10274,1.51E-06
845.34188,8.78E-06
845.58102,6.38E-07
845.82018,0
846.05934,0
846.2985,2.29E-05
846.53767,8.65E-06
846.77685,0
847.01604,9.17E-06
847.25524,0
847.49444,0
847.73365,2.10E-06
847.97287,0
848.21209,1.63E-06
848.45132,0
848.69056,8.29E-06
848.9298,0
849.16906,0
849.40832,2.10E-06
849.64758,0
849.88686,0
850.12614,0
850.36543,0
850.60472,8.80E-06
850.84403,0
851.08334,1.47E-06
851.32265,0
851.56198,0
851.80131,0
852.04065,0
852.27999,0
852.51935,0
852.75871,0
852.99807,7.00E-06
853.23745,1.41E-05
853.47683,0
853.71622,0
853.95561,0
854.19502,1.10E-06
854.43443,0
854.67384,1.90E-06
854.91327,7.71E-06
855.1527,3.98E-06
855.39214,0
855.63158,1.30E-06
855.87103,0
856.11049,0
856.34996,0
856.58943,0
856.82892,0
857.0684,0
857.3079,0
857.5474,3.83E-06
857.78691,3.19E-06
858.02642,8.50E-06
858.26595,0
858.50548,0
858.74502,4.24E-06
858.98456,7.62E-06
859.22411,0
859.46367,0
859.70323,2.73E-06
859.94281,0
860.18239,2.35E-06
860.42197,2.58E-06
860.66156,1.63E-07
860.90116,2.54E-06
861.14077,6.29E-06
861.38039,0
861.62001,0
861.85964,0
862.09927,0
862.33891,2.71E-06
862.57856,0
862.81822,0
863.05788,0
863.29755,0
863.53723,0
863.77691,6.95E-06
864.0166,0
864.2563,0
864.49601,0
864.73572,1.78E-07
864.97544,1.21E-08
865.21516,0
865.45489,5.62E-06
865.69463,2.01E-05
865.93438,0
866.17413,0
866.41389,3.83E-06
866.65366,0
866.89343,0
867.13321,0
867.373,0
867.6128,0
867.8526,2.76E-07
868.09241,0
868.33222,0
868.57204,0
868.81187,0
869.05171,9.45E-06
869.29155,0
869.5314,1.43E-06
869.77126,0
870.01112,0
870.25099,0
870.49087,0
870.73075,4.50E-06
870.97064,0
871.21054,0
871.45044,0
871.69035,0
871.93027,0
872.1702,0
872.41013,0
872.65007,0
872.89001,0
873.12996,0
873.36992,0
873.60989,0
873.84986,3.12E-05
874.08984,0
874.32982,0
874.56982,0
874.80982,0
875.04982,6.13E-06
875.28983,0
875.52985,0
875.76988,0
876.00991,0
876.24995,0
876.49,0
876.73005,0
876.97011,0
877.21018,0
877.45025,0
877.69033,0
877.93042,8.20E-06
878.17051,8.61E-06
878.41061,0
878.65072,0
878.89084,0
879.13096,0
879.37108,0
879.61122,0
879.85136,0
880.0915,8.23E-07
880.33166,0
880.57182,0
880.81199,0
881.05216,0
881.29234,0
881.53253,0
881.77272,1.76E-05
882.01292,0
882.25313,4.84E-06
882.49334,0
882.73356,0
882.97379,0
883.21402,0
883.45426,0
883.69451,7.95E-07
883.93476,0
884.17502,0
884.41529,0
884.65556,8.59E-06
884.89584,0
885.13613,2.15E-05
885.37642,0
885.61672,0
885.85703,1.01E-05
886.09734,0
886.33766,0
886.57799,0
886.81832,0
887.05866,0
887.29901,0
887.53936,0
887.77972,0
888.02008,0
888.26045,2.24E-06
888.50083,0
888.74122,0
888.98161,0
889.22201,0
889.46241,0
889.70282,0
889.94324,0
890.18366,7.28E-06
890.42409,0
890.66453,0
890.90497,0
891.14542,0
891.38588,0
891.62634,0
891.86681,0
892.10729,0
892.34777,0
892.58826,0
892.82876,0
893.06926,0
893.30977,0
893.55028,0
893.7908,0
894.03133,0
894.27186,4.28E-06
894.51241,0
894.75295,0
894.99351,2.34E-05
895.23407,0
895.47463,0
895.7152,0
895.95578,0
896.19637,0
896.43696,0
896.67756,9.88E-06
896.91816,0
897.15878,0
897.39939,0
897.64002,0
897.88065,0
898.12128,0
898.36193,5.04E-06
898.60258,0
898.84323,0
899.08389,0
899.32456,0
899.56524,0
899.80592,0
900.04661,0
900.2873,0
900.528,0
900.76871,0
901.00942,8.20E-06
901.25014,0
901.49087,0
901.7316,0
901.97234,0
902.21308,2.39E-06
902.45383,0
902.69459,0
902.93535,0
903.17612,0
903.4169,0
903.65768,0
903.89847,0
904.13926,9.97E-06
904.38006,0
904.62087,0
904.86169,0
905.10251,0
905.34333,0
905.58416,0
905.825,0
906.06585,6.22E-06
906.3067,0
906.54756,0
906.78842,0
907.02929,0
907.27017,6.93E-06
907.51105,0
907.75194,0
907.99283,0
908.23373,0
908.47464,0
908.71555,1.77E-05
908.95647,0
909.1974,0
909.43833,0
909.67927,0
909.92021,0
910.16116,0
910.40212,4.63E-06
910.64308,4.95E-06
910.88405,0
911.12503,0
911.36601,0
911.607,0
911.84799,3.62E-05
912.08899,0
912.33,0
912.57101,2.15E-05
912.81203,0
913.05305,0
913.29408,0
913.53512,2.05E-06
913.77616,5.53E-06
914.01721,1.36E-05
914.25827,0
914.49933,0
914.74039,0
914.98147,0
915.22255,3.70E-06
915.46363,3.81E-06
915.70472,0
915.94582,0
916.18693,0
916.42804,0
916.66915,0
916.91027,1.32E-05
917.1514,0
917.39254,2.80E-05
917.63368,0
917.87482,0
918.11597,0
918.35713,2.49E-05
918.5983,0
918.83947,0
919.08064,0
919.32183,0
919.56301,4.84E-06
919.80421,0
920.04541,0
920.28662,0
920.52783,0
920.76905,0
921.01027,0
921.2515,0
921.49274,0
921.73398,1.25E-05
921.97523,0
922.21648,0
922.45774,0
922.69901,0
922.94028,0
923.18156,0
923.42285,0
923.66414,0
923.90543,0
924.14673,0
924.38804,0
924.62936,0
924.87068,0
925.112,0
925.35333,0
925.59467,0
925.83602,0
926.07737,2.35E-05
926.31872,0
926.56008,0
926.80145,0
927.04282,2.08E-05
927.2842,0
927.52559,0
927.76698,4.28E-06
928.00837,0
928.24978,2.92E-05
928.49119,0
928.7326,0
928.97402,0
929.21545,0
929.45688,0
929.69832,0
929.93976,0
930.18121,0
930.42267,0
930.66413,3.40E-06
930.90559,0
931.14707,0
931.38855,0
931.63003,0
931.87152,4.56E-06
932.11302,1.38E-05
932.35452,0
932.59603,0
932.83754,9.82E-06
933.07906,0
933.32059,0
933.56212,0
933.80365,0
934.0452,0
934.28674,0
934.5283,1.25E-05
934.76986,0
935.01142,0
935.253,0
935.49457,0
935.73616,0
935.97774,0
936.21934,5.90E-06
936.46094,0
936.70254,0
936.94416,0
937.18577,0
937.4274,0
937.66903,0
937.91066,0
938.1523,0
938.39395,0
938.6356,0
938.87726,1.50E-05
939.11892,0
939.36059,0
939.60226,0
939.84394,0
940.08563,0
940.32732,0
940.56902,5.56E-05
940.81072,0
941.05243,0
941.29414,0
941.53586,4.93E-06
941.77759,0
942.01932,0
942.26106,0
942.5028,0
942.74455,0
942.9863,0
943.22806,0
943.46983,0
943.7116,0
943.95337,0
944.19516,0
944.43694,0.000104675
944.67874,0
944.92054,0
945.16234,7.00E-05
945.40415,0
945.64596,0
945.88779,0
946.12961,5.60E-06
946.37145,0
946.61328,2.52E-05
946.85513,0
947.09698,2.84E-05
947.33883,0
947.58069,0
947.82256,0
948.06443,0
948.3063,0
948.54819,3.16E-05
948.79007,2.79E-05
949.03197,0
949.27387,0
949.51577,0
949.75768,0
949.9996,0
950.24152,0
950.48344,0
950.72538,1.81E-06
950.96731,0
951.20926,0
951.45121,0
951.69316,5.86E-07
951.93512,0
952.17708,0
952.41906,0
952.66103,0
952.90301,0
953.145,4.52E-05
953.38699,0
953.62899,0
953.87099,0
954.113,0
954.35502,0
954.59704,0
954.83906,0
955.08109,0
955.32313,0
955.56517,0
955.80722,1.77E-05
956.04927,0
956.29133,0
956.53339,0
956.77546,7.47E-05
957.01753,0
957.25961,0
957.5017,0
957.74379,0
957.98588,0
958.22798,0
958.47009,1.81E-05
958.7122,1.89E-05
958.95432,0
959.19644,6.65E-06
959.43857,2.07E-05
959.6807,1.12E-05
959.92284,9.21E-06
960.16498,0
960.40713,0
960.64929,0
960.89145,0
961.13361,3.70E-05
961.37578,0
961.61796,0
961.86014,0
962.10233,2.88E-05
962.34452,0
962.58671,8.51E-05
962.82892,1.13E-05
963.07112,0
963.31334,0
963.55556,7.81E-06
963.79778,0
964.04001,0
964.28224,0
964.52448,0
964.76673,1.82E-05
965.00898,0
965.25123,0
965.49349,0
965.73576,0
965.97803,2.17E-06
966.22031,0
966.46259,0
966.70488,0
966.94717,0
967.18946,1.36E-05
967.43177,3.67E-05
967.67408,0
967.91639,0
968.15871,8.70E-06
968.40103,0
968.64336,0
968.88569,4.52E-06
969.12803,0
969.37038,3.98E-06
969.61273,0
969.85508,0
970.09744,0
970.3398,0
970.58218,0
970.82455,0
971.06693,0
971.30932,0
971.55171,0
971.7941,2.69E-05
972.03651,0
972.27891,0
972.52132,0
972.76374,0
973.00616,0
973.24859,0
973.49102,0
973.73346,6.75E-05
973.9759,6.84E-06
974.21835,0
974.4608,0
974.70326,0
974.94572,0
975.18819,0
975.43066,0
975.67314,0
975.91562,0
976.15811,0
976.40061,0
976.6431,0
976.88561,0
977.12812,0
977.37063,0
977.61315,0
977.85567,0
978.0982,0
978.34074,0
978.58327,0
978.82582,1.69E-05
979.06837,3.16E-05
979.31092,0
979.55348,0
979.79604,1.75E-05
980.03861,4.95E-06
980.28119,0
980.52377,0
980.76635,0
981.00894,0
981.25154,1.66E-05
981.49413,0
981.73674,0
981.97935,0
982.22196,0
982.46458,7.96E-05
982.70721,0
982.94983,2.76E-05
983.19247,0
983.43511,1.99E-05
983.67775,0
983.9204,0
984.16306,0
984.40571,0
984.64838,0
984.89105,0
985.13372,0
985.3764,2.82E-05
985.61908,0
985.86177,0
986.10447,0
986.34716,0
986.58987,0
986.83258,0
987.07529,0
987.31801,9.20E-05
987.56073,0
987.80346,0
988.04619,0
988.28893,0
988.53167,0
988.77442,0
989.01717,0
989.25993,0
989.50269,0
989.74546,1.91E-05
989.98823,0
990.23101,0
990.47379,0
990.71657,1.61E-05
990.95937,0
991.20216,0
991.44496,0
991.68777,0
991.93058,0
992.17339,0
992.41621,0
992.65904,0
992.90187,2.41E-05
993.1447,0
993.38754,0
993.63039,0
993.87324,0
994.11609,0
994.35895,0
994.60181,0
994.84468,5.33E-05
995.08755,0
995.33043,0
995.57331,0
995.8162,0
996.05909,1.25E-05
996.30199,0
996.54489,0
996.7878,8.67E-06
997.03071,0
997.27363,0
997.51655,0
997.75947,0
998.0024,0
998.24534,0
998.48828,2.24E-05
998.73122,0
998.97417,3.16E-06
999.21712,0
999.46008,3.44E-05
999.70304,0
999.94601,0
1000.18898,0
1000.43196,0
1000.67494,0
1000.91793,0
1001.16092,3.83E-05
1001.40392,0
1001.64692,2.99E-05
1001.88992,5.90E-05
1002.13293,0
1002.37595,0
1002.61897,3.72E-05
1002.86199,0
1003.10502,0
1003.34805,8.64E-05
1003.59109,0
1003.83413,0
1004.07718,3.98E-05
1004.32023,0
1004.56329,3.01E-05
1004.80635,3.86E-05
1005.04941,1.16E-06
1005.29248,0
1005.53556,0
1005.77864,0
1006.02172,0
1006.26481,0
1006.5079,0
1006.751,0
1006.9941,0
1007.23721,3.75E-05
1007.48032,0
1007.72344,0
1007.96656,0
1008.20968,4.20E-05
1008.45281,0
1008.69595,5.98E-05
1008.93909,2.96E-05
1009.18223,0
1009.42538,0
1009.66853,0
1009.91169,0
1010.15485,0
1010.39801,0
1010.64118,0
1010.88436,0
1011.12754,0.000180485
1011.37072,2.35E-05
1011.61391,0
1011.8571,3.04E-05
1012.1003,0
1012.3435,0
1012.58671,0
1012.82992,0
1013.07314,0
1013.31636,0
1013.55958,0
1013.80281,0
1014.04604,0
1014.28928,0
1014.53252,0
1014.77577,0
1015.01902,0
1015.26228,0
1015.50554,2.78E-05
1015.7488,6.18E-05
1015.99207,0
1016.23535,0
1016.47862,0.000127082
1016.72191,0
1016.96519,5.04E-05
1017.20848,0
1017.45178,0
1017.69508,0
1017.93838,0
1018.18169,0
1018.425,0
1018.66832,0
1018.91164,0
1019.15497,0
1019.3983,0
1019.64164,0
1019.88498,0
1020.12832,0
1020.37167,0
1020.61502,0
1020.85838,0
1021.10174,0
1021.3451,0
1021.58847,0
1021.83185,0
1022.07523,0
1022.31861,0
1022.562,0
1022.80539,0
1023.04878,0
1023.29218,0
1023.53559,0
1023.779,0
1024.02241,0
1024.26583,0
1024.50925,0
1024.75268,0
1024.99611,0
1025.23954,0
1025.48298,0
1025.72642,0
1025.96987,0
1026.21332,0
1026.45678,0
1026.70024,0
1026.9437,0
1027.18717,0
1027.43064,0
